 FINAL RESULT:
   2.6302679918953815E-002   1.6336963428331578E-002   1.2722409620206780     
   2.7164392688390823E-002   1.7424712558803037E-002   1.3139057018297600     
   2.8054336379517132E-002   1.8584870009974202E-002   1.3569338471913588     
   2.8973435877013228E-002   1.9822253553674937E-002   1.4013699038344241     
   2.9922646366081891E-002   2.1142001209424922E-002   1.4472598191890163     
   3.0902954325135904E-002   2.2549592489558921E-002   1.4946510279589023     
   3.1915378551007616E-002   2.4050871047905931E-002   1.5435924990191254     
   3.2960971217745778E-002   2.5652068823943965E-002   1.5941347836649391     
   3.4040818970100091E-002   2.7359831780259702E-002   1.6463300652377038     
   3.5156044052829814E-002   2.9181247337415665E-002   1.7002322101522629     
   3.6307805477010138E-002   3.1123873616986656E-002   1.7558968203490877     
   3.7497300224548356E-002   3.3195770610589086E-002   1.8133812871928907     
   3.8725764492161724E-002   3.5405533400219798E-002   1.8727448468376982     
   3.9994474976109758E-002   3.7762327563161460E-002   1.9340486370762482     
   4.1304750199016145E-002   4.0275926903127937E-002   1.9973557556890684     
   4.2657951880159278E-002   4.2956753658235113E-002   2.0627313203058635     
   4.4055486350655322E-002   4.5815921345818272E-002   2.1302425297885308     
   4.5498806015004847E-002   4.8865280414101236E-002   2.1999587271414103     
   4.6989410860521531E-002   5.2117466881275304E-002   2.2719514639501277     
   4.8528850016212099E-002   5.5585954153703612E-002   2.3462945663456538     
   5.0118723362727220E-002   5.9285108226741511E-002   2.4230642024845670     
   5.1760683195056764E-002   6.3230246484095573E-002   2.5023389515305792     
   5.3456435939697164E-002   6.7437700324743263E-002   2.5841998741152725     
   5.5207743928075731E-002   7.1924881860239556E-002   2.6687305842482418     
   5.7016427228074748E-002   7.6710354939761416E-002   2.7560173226381859     
   5.8884365535558897E-002   8.1813910775507814E-002   2.8461490313765281     
   6.0813500127871796E-002   8.7256648457105623E-002   2.9392174299243816     
   6.2805835881331804E-002   9.3061060660483197E-002   3.0353170923314043     
   6.4863443354823844E-002   9.9251124874277341E-002   3.1345455256013963     
   6.6988460941652658E-002  0.10585240048524802        3.2370032491045930     
   6.9183097091893658E-002  0.11289213208338808        3.3427938749195367     
   7.1449632607551342E-002  0.12039935936743520        3.4520241889690007     
   7.3790423012910111E-002  0.12840503405230208        3.5648042327935685     
   7.6207901002541226E-002  0.13694214420153508        3.6812473857837600     
   7.8704578969509845E-002  0.14604584643024124        3.8014704476661545     
   8.1283051616409904E-002  0.15575360644697014        3.9255937210110874     
   8.3945998651939732E-002  0.16610534842671829        4.0537410934985916     
   8.6696187575821648E-002  0.17714361373149995        4.1860401196452290     
   8.9536476554959374E-002  0.18891372951966651        4.3226221016571147     
   9.2469817393822248E-002  0.20146398781028019        4.4636221690329414     
   9.5499258602143589E-002  0.21484583559418449        4.6091793564957859     
   9.8627948563121043E-002  0.22911407660881217        4.7594366797825893     
  0.10185913880541170       0.24432708541900883        4.9145412087654581     
  0.10519618738232230       0.26054703447099226        5.0746441373195026     
  0.10864256236170655       0.27784013481071573        5.2399008492859700     
  0.11220184543019636       0.29627689118100725        5.4104709798082284     
  0.11587773561551262       0.31593237223352766        5.5865184712397014     
  0.11967405313072436       0.33688649661136094        5.7682116227376357     
  0.12359474334445104       0.35922433567533213        5.9557231325636337     
  0.12764388088113438       0.38303643366139606        6.1492301320107856     
  0.13182567385564070       0.40841914606683877        6.3489142097671207     
  0.13614446824659501       0.43547499706882165        6.5549614254062556     
  0.14060475241299139       0.46431305677897999        6.7675623105666682     
  0.14521116175877424       0.49504933913132310        6.9869118562414672     
  0.14996848355023737       0.52780722118628753        7.2132094844498491     
  0.15488166189124816       0.56271788461014893        7.4466590023990218     
  0.15995580286146691       0.59992078005443683        7.6874685370708757     
  0.16519617982290150       0.63956411511287614        7.9358504479804397     
  0.17060823890031235       0.68180536647155277        8.1920212156532024     
  0.17619760464116291       0.72681181678941387        8.4562013031545771     
  0.18197008586099836       0.77476111674829340        8.7286149877780446     
  0.18793168168032684       0.82584187259165065        9.0094901597579184     
  0.19408858775927784       0.88025425932617940        9.2990580846189257     
  0.20044720273651614       0.93821065958690220        9.5975531255079218     
  0.20701413487910425       0.99993632796081944        9.9052124215746176     
  0.21379620895022325        1.0656700803224253        10.222275518178078     
  0.22080047330189004        1.1356650074522998        10.548983944396742     
  0.22803420720004181        1.2101892118826918        10.885580733012722     
  0.23550492838960096        1.2895265665365727        11.232309877830550     
  0.24322040090738153        1.3739774932937365        11.589415722877034     
  0.25118864315095801        1.4638597591234930        11.957142277720182     
  0.25941793621188142        1.5595092868624170        12.335732452843390     
  0.26791683248190323        1.6612809770816557        12.725427208724184     
  0.27669416454115120        1.7695495367749423        13.126464612002533     
  0.28575905433749471        1.8847103098000699        13.539078791889784     
  0.29512092266663864        2.0071801031168559        13.963498789777743     
  0.30478949896279828        2.1373980018782204        14.399947294869415     
  0.31477483141013157        2.2758261653430014        14.848639258583699     
  0.32508729738543440        2.4229505943853669        15.309780380501660     
  0.33573761424295467        2.5792818600736744        15.783565458740670     
  0.34673685045253166        2.7453557813798741        16.270176597886056     
  0.35809643710263606        2.9217340385606048        16.769781268001001     
  0.36982817978026628        3.1090047071263878        17.282530208801091     
  0.38194427084004656        3.3077826955932030        17.808555173847388     
  0.39445730207527846        3.5187100684024091        18.347966510614224     
  0.40738027780411279        3.7424562335167195        18.900850573556042     
  0.42072662838444413        3.9797179722737224        19.467266968867925     
  0.43451022417157154        4.2312192871330927        20.047245631543298     
  0.44874538993313218        4.4977110410256689        20.640783737614441     
  0.46344691973628804        4.7799703601473693        21.247842457156249     
  0.47863009232263842        5.0787997702933749        21.868343556771030     
  0.49431068698683550        5.3950260352644115        22.502165863888145     
  0.51050499997540633        5.7294986645736321        23.149141609325721     
  0.52722986142282280        6.0830880567298653        23.809052669197143     
  0.54450265284242128        6.4566832438714288        24.481626732400819     
  0.56234132519034907        6.8511892035879995        25.166533425609927     
  0.58076441752131214        7.2675237045211887        25.863380433844998     
  0.59979107625550943        7.7066136539110479        26.571709661328679     
  0.61944107507678148        8.1693909177976369        27.290993484311976     
  0.63973483548264820        8.6567875882394603        28.020631154825793     
  0.66069344800759611        9.1697306768174585        28.759945421717656     
  0.68233869414166970        9.7091362199928142        29.508179442705949     
  0.70469306896714701        10.275902789701078        30.264494068316662     
  0.72777980453682412        10.870904411995191        31.027965585202907     
  0.75162289401820559        11.494982907661099        31.797584012194363     
  0.77624711662869184        12.148939681545020        32.572252047145909     
  0.80167806338767922        12.833527001815705        33.350784765884192     
  0.82794216371233420        13.549438826433741        34.131910175888237     
  0.85506671288468339        14.297301251527045        34.914270726375428     
  0.88307990041856288        15.077662674898646        35.696425872776359     
  0.91201083935590987        15.890983787139280        36.476855786782075     
  0.94188959652284143        16.737627522294147        37.253966292861683     
  0.97274722377696521        17.617849119146381        38.026095098108023     
   1.0046157902783952        18.531786462229647        38.791519364247598     
   1.0375284158180127        19.479450887878961        39.548464648604316     
   1.0715193052376064        20.460718654114377        40.295115214792311     
   1.1066237839776665        21.475323283024853        41.029625684208398     
   1.1428783347897717        22.522848989674717        41.750133966452211     
   1.1803206356517297        23.602725411536234        42.454775371312579     
   1.2189895989248667        24.714223846284682        43.141697767811657     
   1.2589254117941673        25.856455192871159        43.809077618113605     
   1.3001695780332905        27.028369770700085        44.455136677166607     
   1.3427649611378640        28.228759164340921        45.078159114211054     
   1.3867558288718886        29.456260206663845        45.676508781267955     
   1.4321878992735437        30.709361172106604        46.248646327981113     
   1.4791083881682077        31.986410204824843        46.793145843203767     
   1.5275660582380728        33.285625954960324        47.308710692836740     
   1.5776112696993487        34.605110341728228        47.794188221729037     
   1.6292960326397226        35.942863306282973        48.248582995720746     
   1.6826740610704676        37.296799362386444        48.671068278514483     
   1.7378008287493756        38.664765700884274        49.060995466933882     
   1.7947336268325267        40.044561556995781        49.417901246720575     
   1.8535316234148116        41.433958509427725        49.741512278321700     
   1.9142559250210860        42.830721349066870        50.031747276667005     
   1.9769696401118610        44.232629133898264        50.288716408909607     
   2.0417379446695296        45.637496036799583        50.512717997384357     
   2.1086281499332897        47.043191594468418        50.704232579345970     
   2.1777097723531589        48.447659978910359        50.863914438043849     
   2.2490546058357812        49.848937937113988        50.992580779109254     
   2.3227367963571073        51.245171078741421        51.091198780012995     
   2.3988329190194908        52.634628234452009        51.160870786724303     
   2.4774220576332859        54.015713657104918        51.202817969286023     
   2.5585858869056457        55.386976892609638        51.218362775860101     
   2.6424087573219466        56.747120204560325        51.208910542410379     
   2.7289777828080410        58.095003494975124        51.175930622526039     
   2.8183829312644542        59.429646720545172        51.120937399336043     
   2.9107171180666058        60.750229858080957        51.045471529753115     
   3.0060763026282311        62.056090522877838        50.951081751443624     
   3.1045595881283559        63.346719388376862        50.839307556160108     
   3.2062693245054659        64.621753593972244        50.711663000747890     
   3.3113112148259112        65.880968359606342        50.569621890604552     
   3.4197944251370886        67.124267050723361        50.414604530974316     
   3.5318316979195701        68.351669955253726        50.247966200428387     
   3.6475394692560785        69.563302045848971        50.070987459323504     
   3.7670379898390891        70.759380005969518        49.884866364874526     
   3.8904514499428067        71.940198798154071        49.690712624495561     
   4.0179081084893999        73.106118047393124        49.489543680861068     
   4.1495404263436306        74.257548502556247        49.282282686173460     
   4.2854852039743951        75.394938824769014        49.069758289739141     
   4.4258837236262654        76.518762934008521        48.852706132412102     
   4.5708818961487507        77.629508124370119        48.631771913957309     
   4.7206304126359058        78.727664134856326        48.407515875101922     
   4.8752849010338641        79.813713336470101        48.180418515151011     
   5.0350060878790490        80.888122168200780        47.950887348736437     
   5.1999599653351609        81.951333924496851        47.719264491756753     
   5.3703179637025285        83.003762965411667        47.485834857072525     
   5.5462571295791090        84.045790388202491        47.250834735278765     
   5.7279603098582923        85.077761166263556        47.014460535090073     
   5.9156163417547400        86.099982728461953        46.776877461713170     
   6.1094202490557210        87.112724919867645        46.538227920130865     
   6.3095734448019334        88.116221254244252        46.298639443468332     
   6.5162839406084281        89.110671340255976        46.058231964405529     
   6.7297665628431789        90.096244337903684        45.817124269650570     
   6.9502431758879695        91.073083279974128        45.575439503332788     
   7.1779429127136192        92.041310075922070        45.333309614208197     
   7.4131024130091774        93.001031003176891        45.090878673032009     
   7.6559660691125631        93.952342483755842        44.848305019476442     
   7.9067862799982516        94.895336942529966        44.605762231595456     
   8.1658237135859242        95.830108547540135        44.363438944073216     
   8.4333475776427544        96.756758642250091        44.121537573344398     
   8.7096358995608067        97.675400694180354        43.880272037212421     
   8.9949758153003536        98.586164603465136        43.639864582973480     
   9.2896638677993657        99.489200237818721        43.400541860576467     
   9.5940063151593336        100.38468008640847        43.162530395463236     
   9.9083194489276778        101.27280095333201        42.926051629070734     
   10.232929922807541        102.15378464090799        42.691316703344349     
   10.568175092136585        103.02787760292829        42.458521168993869     
   10.914403364487566        103.89534957756511        42.227839795754655     
   11.271974561755105        104.75649123802336        41.999421656874979     
   11.641260294104914        105.61161092562273        41.773385649801419     
   12.022644346174131        106.46103055424156        41.549816601044839     
   12.416523075924113        107.30508079650146        41.328762085963724     
   12.823305826560219        108.14409568039405        41.110230074233868     
   13.243415351946650        108.97840673997666        40.894187489607802     
   13.677288255958494        109.80833687513922        40.680559748715162     
   14.125375446227547        110.63419408313977        40.469231318632140     
   14.588142602753489        111.45626522856593        40.260047307232561     
   15.066070661867425        112.27481001857578        40.052816074403445     
   15.559656316050750        113.09005534671243        39.847312826541256     
   16.069412530128773        113.90219016132221        39.643284131810688     
   16.595869074375607        114.71136100370974        39.440453269937535     
   17.139573075084254        115.51766834679088        39.238526308312657     
   17.701089583174213        116.32116384733330        39.037198776419366     
   18.281002161427427        117.12184860420916        38.836162793569294     
   18.879913490962934        117.91967249177308        38.635114491138367     
   19.498445997580454        118.71453461201121        38.433761560405394     
   20.137242498623884        119.50628488204023        38.231830751107658     
   20.796966871036961        120.29472674555763        38.029075144270351     
   21.478304741305344        121.07962096869470        37.825281025931474     
   22.181964198002195        121.86069045323789        37.620274196138979     
   22.908676527677734        122.63762597419277        37.413925559938605     
   23.659196974857590        123.41009272502220        37.206155863717974     
   24.434305526939724        124.17773753338281        36.996939460779181     
   25.234807724805755        124.94019659350469        36.786307013744612     
   26.061535499988963        125.69710354908077        36.574347067607818     
   26.915348039269166        126.44809775304394        36.361206455024217     
   27.797132677592899        127.19283252811435        36.147089523861602     
   28.707805820246907        127.93098325449033        35.932256205105773     
   29.648313895243422        128.66225511831439        35.717018966009256     
   30.619634336906770        129.38639036615615        35.501738717995011     
   31.622776601683793        130.10317492613899        35.286819770544660     
   32.658783217233584        130.81244427475355        35.072703940505995     
   33.728730865886888        131.51408844906743        34.859863940545381     
   34.833731503601179        132.20805612604019        34.648796180626086     
   35.974933515574236        132.89435771318983        34.440013122392976     
   37.153522909717260        133.57306741706080        34.234035328355525     
   38.370724549227880        134.24432427711770        34.031383346103553     
   39.627803425543952        134.90833217222459        33.832569562927503     
   40.926065973001094        135.56535882427605        33.638090158695611     
   42.266861426560304        136.21573383854300        33.448417275271950     
   43.651583224016612        136.85984583267782        33.263991509778229     
   45.081670454146028        137.49813871610982        33.085214827209768     
   46.558609352295910        138.13110718885096        32.912443975883122     
   48.083934844972873        138.75929153373639        32.745984477406026     
   49.659232145033627        139.38327177919282        32.586085251718657     
   51.286138399136505        140.00366131108734        32.432933927553478     
   52.966344389165776        140.62110001249115        32.286652879581005     
   54.701596289397159        141.23624700971078        32.147296025630652     
   56.493697481230257        141.84977310205304        32.014846410670451     
   58.344510427374480        142.46235295190064        31.889214598577478     
   60.255958607435780        143.07465711103316        31.770237887935075     
   62.230028516915951        143.68734395900006        31.657680363891252     
   64.268771731701975        144.30105162985282        31.551233794202169     
   66.374307040190899        144.91639000474373        31.450519373629888     
   68.548822645266171        145.53393284976377        31.355090316534856     
   70.794578438413808        146.15421018078996        31.264435292478346     
   73.113908348341766        146.77770093982684        31.177982693643006     
   75.509222766543417        147.40482607008283        31.095105715669373     
   77.983011052325892        148.03594207943073        31.015128224929530     
   80.537844119906680        148.67133518360009        30.937331375262033     
   83.176377110267126        149.31121612094756        30.860960925805916     
   85.901352150539608        149.95571572955376        30.785235198952993     
   88.715601203796126        150.60488137425534        30.709353603853607     
   91.622049012200009        151.25867430566268        30.632505636742117     
   94.623716136579304        151.91696802495869        30.553880255087844     
   97.723722095581067        152.57954771712559        30.472675508798279     
   100.92528860766845        153.24611080114343        30.388108299053467     
   104.23174293933047        153.91626862874145        30.299424124511432     
   107.64652136298349        154.58954934373097        30.205906666274974     
   111.17317272815920        155.26540189220574        30.106887057790644     
   114.81536214968828        155.94320115057062        30.001752684314308     
   118.57687481671609        156.62225411415841        29.889955359158694     
   122.46161992650489        157.30180706496381        29.771018730904970     
   126.47363474711510        157.98105361367138        29.644544787193336     
   130.61708881318418        158.65914348961599        29.510219336477270     
   134.89628825916532        159.33519193348997        29.367816368887183     
   139.31568029453035        160.00828953234699        29.217201220548880     
   143.87985782558451        160.67751232542250        29.058332491601540     
   148.59356422870076        161.34193200304099        28.891262695868527     
   153.46169827992941        162.00062601969086        28.716137648659672     
   158.48931924611142        162.65268744634142        28.533194627477215     
   163.68165214278085        163.29723439605456        28.342759367426254     
   169.04409316432648        163.93341887056278        28.145241977916140     
   174.58221529205039        164.56043489313285        27.941131888927103     
   180.30177408595699        165.17752581398051        27.730991953010051     
   186.20871366628674        165.78399069786434        27.515451842780760     
   192.30917289101595        166.37918972833239        27.295200892670469     
   198.60949173573715        166.96254858846467        27.070980538025008     
   205.11621788255667        167.53356180293127        26.843576504431187     
   211.83611352485022        168.09179504993367        26.613810895706170     
   218.77616239495541        168.63688647337557        26.382534320780604     
   225.94357702209783        169.16854704486531        26.150618188323573     
   233.34580622810020        169.68656004143443        25.918947284060980     
   240.99054286865956        170.19077971792331        25.688412730026158     
   248.88573182823905        170.68112926272804        25.459905408151513     
   257.03957827688646        171.15759813205509        25.234309913325433     
   265.46055619755390        171.62023886116472        25.012499083904181     
   274.15741719278833        172.06916345155955        24.795329141201162     
   283.13919957993789        172.50453943102829        24.583635454109160     
   292.41523778433367        172.92658567926898        24.378228931068247     
   301.99517204020162        173.33556810590983        24.179893029305294     
   311.88895840939387        173.73179526051882        23.989381360776022     
   322.10687912834345        174.11561394604743        23.807415865587238     
   332.65955329400470        174.48740489845932        23.634685516847007     
   343.55794789987465        174.84757858636976        23.471845515800492     
   354.81338923357566        175.19657117565490        23.319516932635963     
   366.43757464783334        175.53484069540471        23.178286746328798     
   378.44258471709355        175.86286343348883        23.048708236152223     
   390.84089579240208        176.18113058248420        22.931301677833662     
   403.64539296760529        176.49014514991211        22.826555298586388     
   416.86938347033549        176.79041914067182        22.734926447211599     
   430.52661049171053        177.08247101425684        22.656842937978627     
   444.63126746910882        177.36682341483481        22.592704529891183     
   459.19801283686854        177.64400116847347        22.542884506100144     
   474.24198526024480        177.91452953870655        22.507731321507823     
   489.77881936844614        178.17893272918906        22.487570289925841     
   505.82466200311427        178.43773262030274        22.482705285417076     
   522.39618899911977        178.69144772521642        22.493420435608218     
   539.51062251512792        178.94059234997653        22.519981787753927     
   557.18574893192988        179.18567594164949        22.562638931134487     
   575.43993733715729        179.42720260831055        22.621626561950873     
   594.29215861557270        179.66567079467774        22.697165979237450     
   613.76200516479457        179.90157309741502        22.789466502435484     
   633.86971125692696        180.13539620448591        22.898726803167172     
   654.63617406727542        180.36762094341796        23.025136145429855     
   676.08297539198190        180.59872242387911        23.168875529904899     
   698.23240407717185        180.82917026055208        23.330118739366394     
   721.10747918289974        181.05942886288460        23.509033283295921     
   744.73197390598887        181.28995777888295        23.705781240787921     
   769.13044028660988        181.52121208067521        23.920520001681290     
   794.32823472428129        181.75364278009786        24.153402906603642     
   820.35154432981847        181.98769726302572        24.404579787285805     
   847.22741414059635        182.22381973160120        24.674197409115322     
   874.98377522743635        182.46245164388785        24.962399818474157     
   903.64947372230142        182.70403214078857        25.269328597964154     
   933.25430079699152        182.94899845036167        25.595123033185342     
   963.82902362397056        183.19778625988428        25.939920195314471     
   995.40541735152749        183.45083004625326        26.303854944350348     
   1028.0162981264734        183.70856335549249        26.687059858563217     
   1061.6955571987253        183.97141902235327        27.089665096421371     
   1096.4781961431852        184.23982932122496        27.511798198076534     
   1132.4003632355577        184.51422603984807        27.953583834380801     
   1169.4993910198712        184.79504046766920        28.415143512381821     
   1207.8138351067810        185.08270329113498        28.896595247301697     
   1247.3835142429432        185.37764438878750        29.398053212139494     
   1288.2495516931349        185.68029251976191        29.919627377240470     
   1330.4544179780914        185.99107490021913        30.461423153423091     
   1374.0419750125150        186.31041666337177        31.023541053530465     
   1419.0575216890927        186.63874020017565        31.606076388534479     
   1465.5478409559114        186.97646437940523        32.209119015536821     
   1513.5612484362086        187.32400364781361        32.832753156124973     
   1563.1476426409538        187.68176701333144        33.477057304498246     
   1614.3585568264868        188.05015691686444        34.142104245514659     
   1667.2472125510626        188.42956800113120        34.827961203248691     
   1721.8685749860078        188.82038578817699        35.534690140714538     
   1778.2794100389228        189.22298528062757        36.262348231021953     
   1836.5383433483473        189.63772950538518        37.010988519304533     
   1896.7059212111465        190.06496802221000        37.780660793220861     
   1958.8446735059908        190.50503542341494        38.571412677603661     
   2023.0191786782718        190.95824985456377        39.383290965865847     
   2089.2961308540407        191.42491158951563        40.216343197028216     
   2157.7444091526668        191.90530169619370        41.070619482694653     
   2228.4351492703054        192.39968083194262        41.946174582992271     
   2301.4418174085090        192.90828820907569        42.843070224460099     
   2376.8402866248784        193.43134077201589        43.761377646215550     
   2454.7089156850311        193.96903262716182        44.701180353581854     
   2535.1286304979071        194.52153476506666        45.662577050910734     
   2618.1830082189863        195.08899511162045        46.645684717801302     
   2703.9583641088434        195.67153894057421        47.650641785565995     
   2792.5438412373392        196.26926967391401        48.677611363912355     
   2884.0315031266059        196.88227008931702        49.726784461709450     
   2978.5164294291912        197.51060394531999        50.798383140702420     
   3076.0968147407079        198.15431802503724        51.892663537428120     
   3176.8740706497724        198.81344458857004        53.009918686642074     
   3280.9529311311903        199.48800421293166        54.150481079516858     
   3388.4415613920273        200.17800898673565        55.314724891873105     
   3499.4516702835731        200.88346601548156        56.503067821837760     
   3614.0986263961354        201.60438118242394        57.715972482582487     
   3732.5015779572063        202.34076310015172        58.953947304076578     
   3854.7835766577209        203.09262717956275        60.217546907897272     
   3981.0717055349733        203.85999973619369        61.507371930789887     
   4111.4972110452254        204.64292204920588        62.824068285514230     
   4246.1956394631297        205.44145428589533        64.168325861122568     
   4385.3069777498558        206.25567920452445        65.540876678759759     
   4528.9757990362086        207.08570555058151        66.942492532883293     
   4677.3514128719808        207.93167106617005        68.373982161037972     
   4830.5880203977285        208.79374503895494        69.836187997577611     
   4988.8448746001213        209.67213032569816        71.329982577649020     
   5152.2864458175673        210.56706479560734        72.856264667077426     
   5321.0825926679418        211.47882215014087        74.415955201306744     
   5495.4087385762487        212.40771208824049        76.009993122149879     
   5675.4460540854716        213.35407979879952        77.639331204752580     
   5861.3816451402909        214.31830477525622        79.304931968918169     
   6053.4087475391361        215.30079896016582        81.007763768856989     
   6251.7269277568621        216.30200424028354        82.748797153676094     
   6456.5422903465560        217.32238932482753        84.529001587643819     
   6668.0676921362256        218.36244605108405        86.349342614643703     
   6886.5229634427624        219.42268517226091        88.210779545412237     
   7112.1351365332957        220.50363169242218        90.114263739279423     
   7345.1386815711512        221.60581982241632        92.060737544309276     
   7585.7757502918439        222.72978763891587        94.051133951032824     
   7834.2964276621196        223.87607153597841        96.086377005429895     
   8090.9589917838211        225.04520056489284        98.167383016452945     
   8356.0301823124828        226.23769076336683        100.29506258220341     
   8629.7854776697022        227.45403957929960        102.47032344685381     
   8912.5093813374588        228.69472049725422        104.69407418757677     
   9204.4957175317122        229.96017797716783        106.96722871712201     
   9506.0479365628198        231.25082281457208        109.29071157337165     
   9817.4794301998445        232.56702802944886        111.66546395234022     
   10139.113857366799        233.90912538656204        114.09245042588887     
   10471.285480509006        235.27740264353443        116.57266627019155     
   10814.339512979375        236.67210161388354        119.10714531609291     
   11168.632477805611        238.09341712064113        121.69696821837914     
   11534.532578210930        239.54149690205293        124.34327102814177     
   11912.420080273761        241.01644251432225        127.04725394138353     
   12302.687708123811        242.51831125764025        129.81019008834031     
   12705.741052085419        244.04711913124686        132.63343422217761     
   13121.998990192042        245.60284480144699        135.51843116323209     
   13551.894123510378        247.18543454402970        138.46672385616364     
   13995.873225726178        248.79480810005856        141.47996090248031     
   14454.397707459280        250.43086536234134        144.55990343999576     
   14927.944095789975        252.09349378980463        147.70843125375637     
   15417.004529495583        253.78257642929532        150.92754801956417     
   15922.087270511700        255.49800040970842        154.21938560096982     
   16443.717232149324        257.23966576241082        157.58620734286544     
   16982.436524617460        259.00749441516643        161.03041032886333     
   17538.805018417603        260.80143920444362        164.55452659459533     
   18113.400926196027        262.62149275319808        168.16122331404588     
   18706.821403658018        264.46769606787541        171.85330200010281     
   19319.683170169261        266.34014671914719        175.63369678283755     
   19952.623149688789        268.23900648530201        179.50547184880810     
   20606.299132700005        270.16450835464587        183.47181814131906     
   21281.390459827133        272.11696280292449        187.53604943455855     
   21978.598727848275        274.09676328296194        191.70159790360256     
   22698.648518838214        276.10439088543529        195.97200931730814     
   23442.288153199228        278.14041815132407        200.35093798217633     
   24210.290467361800        280.20551203719879        204.84214156261729     
   25003.453616964347        282.30043605360743        209.44947589705373     
   25822.601906345957        284.42605161376190        214.17688992043122     
   26668.586645214808        286.58331864419040        219.02842079256504     
   27542.287033381690        288.77329552067977        224.00818931887841     
   28444.611074479140        290.99713840163912        229.12039573615513     
   29376.496519615306        293.25610003689940        234.36931592144981     
   30338.911841942718        295.55152813308382        239.75929806782594     
   31332.857243155890        297.88486335723485        245.29475985662538     
   32359.365692962809        300.25763705863534        250.98018614280576     
   33419.504002611429        302.67146878499511        256.82012715791194     
   34514.373933585644        305.12806366382006        262.81919722460293     
   35645.113342624463        307.62920971307278        268.98207396753179     
   36812.897364253127        310.17677513760930        275.31349799778081     
   38018.939632056128        312.77270565958872        281.81827304203063     
   39264.493539960014        315.41902192241474        288.50126648309839     
   40550.853544838435        318.11781699903275        295.36741027537471     
   41879.356511791826        320.87125402676674        302.42170219685812     
   43251.383103500884        323.68156398252432        309.66920739884978     
   44668.359215096345        326.55104360424997        317.11506021475742     
   46131.757456037907        329.48205345708095        324.76446619079911     
   47643.098680541560        332.47701613581148        332.62270430349395     
   49203.953568145109        335.53841458905390        340.69512933164515     
   50815.944256056100        338.66879054493489        348.98717435396071     
   52480.746024977227        341.87074301329227        357.50435334740217     
   54200.089040162384        345.14692683512385        366.25226386579641     
   55975.760149511043        348.50005124653404        375.23658978312483     
   57809.604740571871        351.93287842158213        384.46310409118809     
   59703.528658383657        355.44822195628512        393.93767174699968     
   61659.500186148223        359.04894525456842        403.66625257128385     
   63679.552090791622        362.73795977622274        413.65490420580511     
   65765.783735542122        366.51822310692717        423.90978514392356     
   67920.363261718434        370.39273681118954        434.43715785570464     
   70145.529841997137        374.36454403067893        445.24339203607792     
   72443.596007499058        378.43672679294599        456.33496801186465     
   74816.950051115535        382.61240299901510        467.71848035089823     
   77268.058509570212        386.89472306284591        479.40064172382841     
   79799.468726797684        391.28686618128495        491.38828707641255     
   82413.811501300297        395.79203621989660        503.68837817694595     
   85113.803820237590        400.41345720806896        516.30800860987608     
